"id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"2603.05725v1","2026-03-05 22:26:36","2026-03-05 22:26:36","Challenges and Design Considerations for Finding CUDA Bugs Through GPU-Native Fuzzing","Modern computing is shifting from homogeneous CPU-centric systems to heterogeneous systems with closely integrated CPUs and GPUs. While the CPU software stack has benefited from decades of memory safety hardening, the GPU software stack remains dangerously immature. This discrepancy presents a critical ethical challenge: the world's most advanced AI and scientific workloads are increasingly deployed on vulnerable hardware components.
  In this paper, we study the key challenges of ensuring memory safety on heterogeneous systems. We show that, while the number of exploitable bugs in heterogeneous systems rises every year, current mitigation methods often rely on unfaithful translations, i.e., converting GPU programs to run on CPUs for testing, which fails to capture the architectural differences between CPUs and GPUs. We argue that the faithfulness of the program behavior is at the core of secure and reliable heterogeneous systems design. To ensure faithfulness, we discuss several design considerations of a GPU-native fuzzing pipeline for CUDA programs.","Mingkai Li|Joseph Devietti|Suman Jana|Tanvir Ahmed Khan","","https://arxiv.org/abs/2603.05725v1","https://arxiv.org/pdf/2603.05725v1","","Accepted to appear in HotEthics 2026; 6 pages, 1 figure","","","cs.CR","cs.CR"
"2603.05689v1","2026-03-05 21:25:49","2026-03-05 21:25:49","SecureRAG-RTL: A Retrieval-Augmented, Multi-Agent, Zero-Shot LLM-Driven Framework for Hardware Vulnerability Detection","Large language models (LLMs) have shown remarkable capabilities in natural language processing tasks, yet their application in hardware security verification remains limited due to scarcity of publicly available hardware description language (HDL) datasets. This knowledge gap constrains LLM performance in detecting vulnerabilities within HDL designs. To address this challenge, we propose SecureRAG-RTL, a novel Retrieval-Augmented Generation (RAG)-based approach that significantly enhances LLM-based security verification of hardware designs. Our approach integrates domain-specific retrieval with generative reasoning, enabling models to overcome inherent limitations in hardware security expertise. We establish baseline vulnerability detection rates using prompt-only methods and then demonstrate that SecureRAG-RTL achieves substantial improvements across diverse LLM architectures, regardless of size. On average, our method increases detection accuracy by about 30%, highlighting its effectiveness in bridging domain knowledge gaps. For evaluation, we curated and annotated a benchmark dataset of 14 HDL designs containing real-world security vulnerabilities, which we will release publicly to support future research. These findings underscore the potential of RAG-driven augmentation to enable scalable, efficient, and accurate hardware security verification workflows.","Touseef Hasan|Blessing Airehenbuwa|Nitin Pundir|Souvika Sarkar|Ujjwal Guin","","https://arxiv.org/abs/2603.05689v1","https://arxiv.org/pdf/2603.05689v1","","","","","cs.CR","cs.CR|cs.AI"
"2603.05261v1","2026-03-05 15:11:22","2026-03-05 15:11:22","Lambda-randomization: multi-dimensional randomized response made easy","Randomized response is a popular local anonymization approach that can deliver anonymized multi-dimensional data sets with rigorous privacy guarantees. At the same time, it can ensure validity for exploratory analysis and machine learning tasks as, under fairly general conditions, unbiased estimates of the underlying true distributions can be retrieved. However, and like for many other anonymization techniques, one of the main pitfalls of this approach is the curse of dimensionality. When coping with data sets with many attributes, one quickly runs into unsustainable computational costs for estimating true distributions, as well as a degradation in their accuracies. Relying on new theoretical insights developed in this paper, we propose an approach to multi-dimensional randomized response that avoids these traditional limitations. From simple yet intuitive parameterizations of the randomization matrices that we introduce, we develop a protocol called Lambda-randomization that entails low computational costs to retrieve estimates of multivariate distributions, and that makes use of solely three simple elements: a set of parameters ranging between 0 and 1 (one per attribute of the data set), the identity matrix, and the all-ones vector. We also present an empirical application to illustrate the proposed protocol.","Nicolas Ruiz","","https://arxiv.org/abs/2603.05261v1","https://arxiv.org/pdf/2603.05261v1","","","","","cs.CR","cs.CR"
"2603.05073v1","2026-03-05 11:40:26","2026-03-05 11:40:26","Robust Single-message Shuffle Differential Privacy Protocol for Accurate Distribution Estimation","Shuffler-based differential privacy (shuffle-DP) is a privacy paradigm providing high utility by involving a shuffler to permute noisy report from users. Existing shuffle-DP protocols mainly focus on the design of shuffler-based categorical frequency oracle (SCFO) for frequency estimation on categorical data. However, numerical data is a more prevalent type and many real-world applications depend on the estimation of data distribution with ordinal nature. In this paper, we study the distribution estimation under pure shuffle model, which is a prevalent shuffle-DP framework without strong security assumptions. We initially attempt to transplant existing SCFOs and the naïve distribution recovery technique to this task, and demonstrate that these baseline protocols cannot simultaneously achieve outstanding performance in three metrics: 1) utility, 2) message complexity; and 3) robustness to data poisoning attacks. Therefore, we further propose a novel single-message \textit{adaptive shuffler-based piecewise} (ASP) protocol with high utility and robustness. In ASP, we first develop a randomizer by parameter optimization using our proposed tighter bound of mutual information. We also design an \textit{Expectation Maximization with Adaptive Smoothing} (EMAS) algorithm to accurately recover distribution with enhanced robustness. To quantify robustness, we propose a new evaluation framework to examine robustness under different attack targets, enabling us to comprehensively understand the protocol resilience under various adversarial scenarios. Extensive experiments demonstrate that ASP outperforms baseline protocols in all three metrics. Especially under small $ε$ values, ASP achieves an order of magnitude improvement in utility with minimal message complexity, and exhibits over threefold robustness compared to baseline methods.","Xiaoguang Li|Hanyi Wang|Yaowei Huang|Jungang Yang|Qingqing Ye|Haonan Yan|Ke Pan|Zhe Sun|Hui Li","","https://arxiv.org/abs/2603.05073v1","https://arxiv.org/pdf/2603.05073v1","","This work was accepted by IEEE ICDE 2026","","","cs.CR","cs.CR"
"2603.05068v1","2026-03-05 11:37:47","2026-03-05 11:37:47","Cyber Threat Intelligence for Artificial Intelligence Systems","As artificial intelligence (AI) becomes deeply embedded in critical services and everyday products, it is increasingly exposed to security threats which traditional cyber defenses were not designed to handle. In this paper, we investigate how cyber threat intelligence (CTI) may evolve to address attacks that target AI systems. We first analyze the assumptions and workflows of conventional threat intelligence with the needs of AI-focused defense, highlighting AI-specific assets and vulnerabilities. We then review and organize the current landscape of AI security knowledge. Based on this, we outline what an AI-oriented threat intelligence knowledge base should contain, describing concrete indicators of compromise (IoC) for different AI supply-chain phases and artifacts, and showing how such a knowledge base could support security tools. Finally, we discuss techniques for measuring similarity between collected indicators and newly observed AI artifacts. The review reveals gaps and quality issues in existing resources and identifies potential future research directions toward a practical threat intelligence framework tailored to AI.","Natalia Krawczyk|Mateusz Szczepkowski|Adrian Brodzik|Krzysztof Bocianiak","","https://arxiv.org/abs/2603.05068v1","https://arxiv.org/pdf/2603.05068v1","","","","","cs.CR","cs.CR|cs.AI"
"2603.05035v2","2026-03-05 10:33:48","2026-03-06 09:41:14","Good-Enough LLM Obfuscation (GELO)","Large Language Models (LLMs) are increasingly served on shared accelerators where an adversary with read access to device memory can observe KV caches and hidden states, threatening prompt privacy for open-source models. Cryptographic protections such as MPC and FHE offer strong guarantees but remain one to two orders of magnitude too slow for interactive inference, while static obfuscation schemes break under multi-run statistical attacks once the model is known. We present GELO (Good-Enough LLM Obfuscation), a lightweight protocol for privacy-preserving inference that limits information leakage from untrusted accelerator observations by hiding hidden states with fresh, per-batch invertible mixing. For each offloaded projection, the TEE samples a random matrix $A$, forms $U = AH$, offloads $U$ and weights W to the accelerator, and then applies $A^{-1}$ on return, so that $A^{-1}((AH)W ) = HW$ and outputs are unchanged. Because mixing is never reused across batches, the attacker faces only a single-batch blind source separation problem. We analyse information leakage and introduce two practical defences: (i) non-orthogonal mixing to mask Gram matrices, and (ii) orthogonal mixing augmented with a small fraction of high-energy ""shield"" vectors that pollute higher-order statistics. On Llama-2 7B, GELO preserves float32 outputs exactly, closely matches low-precision baselines, offloads the dominant matrix multiplications with about 20-30% latency overhead, and defeats a range of ICA/BSS and anchor-based attacks.","Anatoly Belikov|Ilya Fedotov","","https://arxiv.org/abs/2603.05035v2","https://arxiv.org/pdf/2603.05035v2","","","","","cs.CR","cs.CR|cs.LG"
"2603.05005v1","2026-03-05 09:54:12","2026-03-05 09:54:12","A Practical Post-Quantum Distributed Ledger Protocol for Financial Institutions","Traditional financial institutions face inefficiencies that can be addressed by distributed ledger technology. However, a primary barrier to adoption is the privacy concerns surrounding publicly available transaction data. Existing private protocols for distributed ledger that focus on the Ring-CT model are not suitable for adoption for financial institutions. We propose a post-quantum, lattice-based transaction scheme for encrypted ledgers which better aligns with institutions' requirements for confidentiality and audit-ability. The construction leverages various zero-knowledge proof techniques, and introduces a new method for equating two commitment messages, without the capability to open one of the commitment during the re-commitment. Subsequently, we build a publicly verifiable transaction scheme that is efficient for single or multi-assets, by introducing a new compact range-proof. We then provide a security analysis of it. The techniques used and the proofs constructed could be of independent interest.","Yeoh Wei Zhu|Naresh Goud Boddu|Yao Ma|Shaltiel Eloul|Giulio Golinelli|Yash Satsangi|Rob Otter|Kaushik Chakraborty","","https://arxiv.org/abs/2603.05005v1","https://arxiv.org/pdf/2603.05005v1","","","","","cs.CR","cs.CR"
"2603.04952v1","2026-03-05 08:45:53","2026-03-05 08:45:53","Modification to Fully Homomorphic Modified Rivest Scheme","This document details the Fully Homomorphic Modified Rivest Scheme (FHMRS), a security issue in FHMRS, and a modification to FHMRS (mFHMRS) to mitigate the security issue.","Sona Alex|Bian Yang","","https://arxiv.org/abs/2603.04952v1","https://arxiv.org/pdf/2603.04952v1","","","","","cs.CR","cs.CR"
"2603.04915v1","2026-03-05 07:59:14","2026-03-05 07:59:14","EVMbench: Evaluating AI Agents on Smart Contract Security","Smart contracts on public blockchains now manage large amounts of value, and vulnerabilities in these systems can lead to substantial losses. As AI agents become more capable at reading, writing, and running code, it is natural to ask how well they can already navigate this landscape, both in ways that improve security and in ways that might increase risk. We introduce EVMbench, an evaluation that measures the ability of agents to detect, patch, and exploit smart contract vulnerabilities. EVMbench draws on 117 curated vulnerabilities from 40 repositories and, in the most realistic setting, uses programmatic grading based on tests and blockchain state under a local Ethereum execution environment. We evaluate a range of frontier agents and find that they are capable of discovering and exploiting vulnerabilities end-to-end against live blockchain instances. We release code, tasks, and tooling to support continued measurement of these capabilities and future work on security.","Justin Wang|Andreas Bigger|Xiaohai Xu|Justin W. Lin|Andy Applebaum|Tejal Patwardhan|Alpin Yukseloglu|Olivia Watkins","","https://arxiv.org/abs/2603.04915v1","https://arxiv.org/pdf/2603.04915v1","","","","","cs.LG","cs.LG|cs.AI|cs.CR"
"2603.04902v1","2026-03-05 07:45:31","2026-03-05 07:45:31","AgentSCOPE: Evaluating Contextual Privacy Across Agentic Workflows","Agentic systems are increasingly acting on users' behalf, accessing calendars, email, and personal files to complete everyday tasks. Privacy evaluation for these systems has focused on the input and output boundaries, but each task involves several intermediate information flows, from agent queries to tool responses, that are not currently evaluated. We argue that every boundary in an agentic pipeline is a site of potential privacy violation and must be assessed independently. To support this, we introduce the Privacy Flow Graph, a Contextual Integrity-grounded framework that decomposes agentic execution into a sequence of information flows, each annotated with the five CI parameters, and traces violations to their point of origin. We present AgentSCOPE, a benchmark of 62 multi-tool scenarios across eight regulatory domains with ground truth at every pipeline stage. Our evaluation across seven state-of-the-art LLMs show that privacy violations in the pipeline occur in over 80% of scenarios, even when final outputs appear clean (24%), with most violations arising at the tool-response stage where APIs return sensitive data indiscriminately. These results indicate that output-level evaluation alone substantially underestimates the privacy risk of agentic systems.","Ivoline C. Ngong|Keerthiram Murugesan|Swanand Kadhe|Justin D. Weisz|Amit Dhurandhar|Karthikeyan Natesan Ramamurthy","","https://arxiv.org/abs/2603.04902v1","https://arxiv.org/pdf/2603.04902v1","","","","","cs.CR","cs.CR|cs.AI"
"2603.04859v1","2026-03-05 06:34:06","2026-03-05 06:34:06","Osmosis Distillation: Model Hijacking with the Fewest Samples","Transfer learning is devised to leverage knowledge from pre-trained models to solve new tasks with limited data and computational resources. Meanwhile, dataset distillation has emerged to synthesize a compact dataset that preserves critical information from the original large dataset. Therefore, a combination of transfer learning and dataset distillation offers promising performance in evaluations. However, a non-negligible security threat remains undiscovered in transfer learning using synthetic datasets generated by dataset distillation methods, where an adversary can perform a model hijacking attack with only a few poisoned samples in the synthetic dataset. To reveal this threat, we propose Osmosis Distillation (OD) attack, a novel model hijacking strategy that targets deep learning models using the fewest samples. Comprehensive evaluations on various datasets demonstrate that the OD attack attains high attack success rates in hidden tasks while preserving high model utility in original tasks. Furthermore, the distilled osmosis set enables model hijacking across diverse model architectures, allowing model hijacking in transfer learning with considerable attack performance and model utility. We argue that awareness of using third-party synthetic datasets in transfer learning must be raised.","Yuchen Shi|Huajie Chen|Heng Xu|Zhiquan Liu|Jialiang Shen|Chi Liu|Shuai Zhou|Tianqing Zhu|Wanlei Zhou","","https://arxiv.org/abs/2603.04859v1","https://arxiv.org/pdf/2603.04859v1","","","","","cs.CR","cs.CR|cs.LG"
"2603.04801v1","2026-03-05 04:42:39","2026-03-05 04:42:39","ShieldBypass: On the Persistence of Impedance Leakage Beyond EM Shielding","Electromagnetic (EM) shielding is widely used to suppress radiated emissions and limit passive EM side-channel leakage. However, shielding does not address active probing, where an adversary injects external radio-frequency (RF) signals and observes the device's reflective response. This work studies whether such impedance-modulated backscattering persists when radiated emissions are suppressed by shielding. By injecting controlled RF signals and analyzing the reflections, we demonstrate that state-dependent impedance variations remain observable at frequencies outside the shields' primary attenuation band. Using processors implemented on FPGA and microcontroller prototypes, and evaluating workload profiles under three industry-standard shields, we find that passive EM measurements lose discriminative power under shielding, while backscattering responses remain separable. These results indicate that active RF probing can expose execution-dependent behavior even in shielded systems, motivating the need to consider active impedance-based probing within hardware security evaluation flows.","Md Sadik Awal|Md Tauhidur Rahman","","https://arxiv.org/abs/2603.04801v1","https://arxiv.org/pdf/2603.04801v1","","","","","cs.CR","cs.CR|cs.ET"
"2603.04742v1","2026-03-05 02:29:50","2026-03-05 02:29:50","Efficient Privacy-Preserving Sparse Matrix-Vector Multiplication Using Homomorphic Encryption","Sparse matrix-vector multiplication (SpMV) is a fundamental operation in scientific computing, data analysis, and machine learning. When the data being processed are sensitive, preserving privacy becomes critical, and homomorphic encryption (HE) has emerged as a leading approach for addressing this challenge. Although HE enables privacy-preserving computation, its application to SpMV has remained largely unaddressed. To the best of our knowledge, this paper presents the first framework that efficiently integrates HE with SpMV, addressing the dual challenges of computational efficiency and data privacy. In particular, we introduce a novel compressed matrix format, named Compressed Sparse Sorted Column (CSSC), which is specifically designed to optimize encrypted sparse matrix computations. By preserving sparsity and enabling efficient ciphertext packing, CSSC significantly reduces storage and computational overhead. Our experimental results on real-world datasets demonstrate that the proposed method achieves significant gains in both processing time and memory usage. This study advances privacy-preserving SpMV and lays the groundwork for secure applications in federated learning, encrypted databases, scientific computing, and beyond.","Yang Gao|Gang Quan|Wujie Wen|Scott Piersall|Qian Lou|Liqiang Wang","","https://arxiv.org/abs/2603.04742v1","https://arxiv.org/pdf/2603.04742v1","https://doi.org/10.1016/j.ins.2026.123180","43 pages, 8 tables, 10 figures","Information Sciences, Volume 739, 25 May 2026, 123180","10.1016/j.ins.2026.123180","cs.CR","cs.CR"
"2603.04696v1","2026-03-05 00:26:34","2026-03-05 00:26:34","When Denoising Becomes Unsigning: Theoretical and Empirical Analysis of Watermark Fragility Under Diffusion-Based Image Editing","Robust invisible watermarking systems aim to embed imperceptible payloads that remain decodable after common post-processing such as JPEG compression, cropping, and additive noise. In parallel, diffusion-based image editing has rapidly matured into a default transformation layer for modern content pipelines, enabling instruction-based editing, object insertion and composition, and interactive geometric manipulation. This paper studies a subtle but increasingly consequential interaction between these trends: diffusion-based editing procedures may unintentionally compromise, and in extreme cases practically bypass, robust watermarking mechanisms that were explicitly engineered to survive conventional distortions. We develop a unified view of diffusion editors that (i) inject substantial Gaussian noise in a latent space and (ii) project back to the natural image manifold via learned denoising dynamics. Under this view, watermark payloads behave as low-energy, high-frequency signals that are systematically attenuated by the forward diffusion step and then treated as nuisance variation by the reverse generative process. We formalize this degradation using information-theoretic tools, proving that for broad classes of pixel-level watermark encoders/decoders the mutual information between the watermark payload and the edited output decays toward zero as the editing strength increases, yielding decoding error close to random guessing. We complement the theory with a realistic hypothetical experimental protocol and tables spanning representative watermarking methods and representative diffusion editors. Finally, we discuss ethical implications, responsible disclosure norms, and concrete design guidelines for watermarking schemes that remain meaningful in the era of generative transformations.","Fai Gu|Qiyu Tang|Te Wen|Emily Davis|Finn Carter","","https://arxiv.org/abs/2603.04696v1","https://arxiv.org/pdf/2603.04696v1","","Preprint","","","cs.CR","cs.CR|cs.MM|eess.IV"
"2603.04662v1","2026-03-04 22:52:27","2026-03-04 22:52:27","Impact of 5G SA Logical Vulnerabilities on UAV Communications: Threat Models and Testbed Evaluation","This paper examines how logical vulnerabilities in 5G Standalone networks affect UAV command and control communication. The study looks at three attacker positions in the architecture: a malicious user equipment (UE) connected to the same logical network as the UAV, an attacker with access to the 5G core, and a compromised gNodeB. To test these scenarios, a testbed was created using Open5GS, UERANSIM, and Kubernetes. The setup simulates a UAV-GCS communication system over a 5G SA network and allows for controlled attacks on various network interfaces. The experiments reveal that attacks at different points in the architecture can disrupt UAV operations. These disruptions include manipulating control commands and terminating data sessions. The findings emphasize the need for isolation measures in the 5G user plane and integrity protection in UAV command protocols.","Wagner Comin Sonaglio|Ágney Lopes Roth Ferraz|Lourenço Alves Pereira Júnior","","https://arxiv.org/abs/2603.04662v1","https://arxiv.org/pdf/2603.04662v1","","","","","cs.CR","cs.CR"
"2603.04383v1","2026-03-04 18:47:12","2026-03-04 18:47:12","Turning Trust to Transactions: Tracking Affiliate Marketing and FTC Compliance in YouTube's Influencer Economy","YouTube has evolved into a powerful platform that where creators monetize their influence through affiliate marketing, raising concerns about transparency and ethics, especially when creators fail to disclose their affiliate relationships. Although regulatory agencies like the US Federal Trade Commission (FTC) have issued guidelines to address these issues, non-compliance and consumer harm persist, and the extent of these problems remains unclear. In this paper, we introduce tools, developed with insights from recent advances in Web measurement and NLP research, to examine the state of the affiliate marketing ecosystem on YouTube. We apply these tools to a 10-year dataset of 2 million videos from nearly 540,000 creators, analyzing the prevalence of affiliate marketing on YouTube and the rates of non-compliant behavior. Our findings reveal that affiliate links are widespread, yet dis- closure compliance remains low, with most videos failing to meet FTC standards. Furthermore, we analyze the effects of different stakeholders in improving disclosure behavior. Our study suggests that the platform is highly associated with improved compliance through standardized disclosure features. We recommend that regulators and affiliate partners collaborate with platforms to enhance transparency, accountability, and trust in the influencer economy.","Chen Sun|Yash Vekaria|Zubair Shafiq|Rishab Nithyanand","","https://arxiv.org/abs/2603.04383v1","https://arxiv.org/pdf/2603.04383v1","","ICWSM 2026","","","cs.CY","cs.CY|cs.CR|cs.IR|cs.LG|cs.SI"
"2603.04378v1","2026-03-04 18:41:45","2026-03-04 18:41:45","Robustness of Agentic AI Systems via Adversarially-Aligned Jacobian Regularization","As Large Language Models (LLMs) transition into autonomous multi-agent ecosystems, robust minimax training becomes essential yet remains prone to instability when highly non-linear policies induce extreme local curvature in the inner maximization. Standard remedies that enforce global Jacobian bounds are overly conservative, suppressing sensitivity in all directions and inducing a large Price of Robustness. We introduce Adversarially-Aligned Jacobian Regularization (AAJR), a trajectory-aligned approach that controls sensitivity strictly along adversarial ascent directions. We prove that AAJR yields a strictly larger admissible policy class than global constraints under mild conditions, implying a weakly smaller approximation gap and reduced nominal performance degradation. Furthermore, we derive step-size conditions under which AAJR controls effective smoothness along optimization trajectories and ensures inner-loop stability. These results provide a structural theory for agentic robustness that decouples minimax stability from global expressivity restrictions.","Furkan Mumcu|Yasin Yilmaz","","https://arxiv.org/abs/2603.04378v1","https://arxiv.org/pdf/2603.04378v1","","","","","cs.LG","cs.LG|cs.AI|cs.CR|cs.MA"
"2603.04324v1","2026-03-04 17:45:14","2026-03-04 17:45:14","Breaking Bad Email Habits: Bounding the Impact of Simulated Phishing Campaigns","Simulated phishing campaigns are widely deployed, yet the behavioral data they produce is endogenous: because training is triggered by clicking, the employees receiving intervention have already demonstrated susceptibility. This endogeneity, combined with the difficulty of separating genuine habit formation from stable individual differences, means standard analyses can mischaracterize program effectiveness. In this Research Note, we develop a generalizable analytic framework addressing both biases simultaneously. We utilize marginal structural models (MSMs) to correct for the endogenous, click-triggered assignment of training, while integrating correlated random effects (CRE) to disentangle true state dependence from stable employee heterogeneity. Applying the MSM+CRE estimator to logs from 17 campaigns delivered to university staff (192,840 observations) reveals that analyses ignoring stable differences overstate the causal persistence of clicking; most repeat clicking reflects who employees are, not the effect of recent failures. This persistence is context-dependent, amplifying when successive campaigns share persuasion cues. Teachable-moment features also matter: emotion framing and explicit reporting pitches can largely eliminate persistence, while annotated-email cues modestly exacerbate it. Finally, employees engaging with the education page exhibit greater persistence than those dismissing it, consistent with an emboldening mechanism. We contribute methodologically by integrating MSMs and CRE into a portable framework for analyzing standard simulation logs, and practically by identifying specific design levers so organizations can better sequence and evaluate their phishing programs.","Muhammad Zia Hydari|Idris Adjerid|Yingda Lu|Narayan Ramasubbu","","https://arxiv.org/abs/2603.04324v1","https://arxiv.org/pdf/2603.04324v1","","Main text and appendix included","","","cs.CR","cs.CR|cs.CY"
"2603.04323v1","2026-03-04 17:44:39","2026-03-04 17:44:39","PTOPOFL: Privacy-Preserving Personalised Federated Learning via Persistent Homology","Federated learning (FL) faces two structural tensions: gradient sharing enables data-reconstruction attacks, while non-IID client distributions degrade aggregation quality. We introduce PTOPOFL, a framework that addresses both challenges simultaneously by replacing gradient communication with topological descriptors derived from persistent homology (PH). Clients transmit only 48-dimensional PH feature vectors-compact shape summaries whose many-to-one structure makes inversion provably ill-posed-rather than model gradients. The server performs topology-guided personalised aggregation: clients are clustered by Wasserstein similarity between their PH diagrams, intra-cluster models are topology-weighted,and clusters are blended with a global consensus. We prove an information-contraction theorem showing that PH descriptors leak strictly less mutual information per sample than gradients under strongly convex loss functions, and we establish linear convergence of the Wasserstein-weighted aggregation scheme with an error floor strictly smaller than FedAvg. Evaluated against FedAvg, FedProx, SCAFFOLD, and pFedMe on a non-IID healthcare scenario (8 hospitals, 2 adversarial) and a pathological benchmark (10 clients), PTOPOFL achieves AUC 0.841 and 0.910 respectively-the highest in both settings-while reducing reconstruction risk by a factor of 4.5 relative to gradient sharing. Code is publicly available at https://github.com/MorillaLab/TopoFederatedL and data at https://doi.org/10.5281/zenodo.18827595.","Kelly L Vomo-Donfack|Adryel Hoszu|Grégory Ginot|Ian Morilla","","https://arxiv.org/abs/2603.04323v1","https://arxiv.org/pdf/2603.04323v1","","22 pages, 6 Figures","","","cs.LG","cs.LG|cs.CR|cs.DC|math.AT|stat.ML"
"2603.04261v1","2026-03-04 16:46:30","2026-03-04 16:46:30","Statistical Effort Modelling of Game Resource Localisation Attacks","Evidence on the effectiveness of Man-At-The-End (MATE) software protections, such as code obfuscation, has mainly come from limited empirical research. Recently, however, an automatable method was proposed to obtain statistical models of the required effort to attack (protected) software. The proposed method was sketched for a number of attack strategies but not instantiated, evaluated, or validated for those that require human interaction with the attacked software.
  In this paper, we present a full instantiation of the method to obtain statistical effort models for game resource localisation attacks, which represent a major step towards creating game cheats, a prime example of MATE attacks. We discuss in detail all relevant aspects of our instantiation and the results obtained for two game use cases. Our results confirm the feasibility of the proposed method and its utility for decision support for users of software protection tools. These results open up a new avenue for obtaining models of the impact of software protections on reverse engineering attacks, which will scale much better than empirical research involving human participants.","Alessandro Sanna|Waldo Verstraete|Leonardo Regano|Davide Maiorca|Bjorn De Sutter","","https://arxiv.org/abs/2603.04261v1","https://arxiv.org/pdf/2603.04261v1","","","","","cs.CR","cs.CR"
"2603.04199v1","2026-03-04 15:46:24","2026-03-04 15:46:24","Bayesian Adversarial Privacy","Theoretical and applied research into privacy encompasses an incredibly broad swathe of differing approaches, emphasis and aims. This work introduces a new quantitative notion of privacy that is both contextual and specific. We argue that it provides a more meaningful notion of privacy than the widely utilised framework of differential privacy and a more explicit and rigorous formulation than what is commonly used in statistical disclosure theory. Our definition relies on concepts inherent to standard Bayesian decision theory, while departing from it in several important respects. In particular, the party controlling the release of sensitive information should make disclosure decisions from the prior viewpoint, rather than conditional on the data, even when the data is itself observed. Illuminating toy examples and computational methods are discussed in high detail in order to highlight the specificities of the method.","Cameron Bell|Timothy Johnston|Antoine Luciano|Christian P Robert","","https://arxiv.org/abs/2603.04199v1","https://arxiv.org/pdf/2603.04199v1","","","","","math.ST","math.ST|cs.CR|cs.LG|stat.ME"
"2603.04186v1","2026-03-04 15:38:21","2026-03-04 15:38:21","CAM-LDS: Cyber Attack Manifestations for Automatic Interpretation of System Logs and Security Alerts","Log data are essential for intrusion detection and forensic investigations. However, manual log analysis is tedious due to high data volumes, heterogeneous event formats, and unstructured messages. Even though many automated methods for log analysis exist, they usually still rely on domain-specific configurations such as expert-defined detection rules, handcrafted log parsers, or manual feature-engineering. Crucially, the level of automation of conventional methods is limited due to their inability to semantically understand logs and explain their underlying causes. In contrast, Large Language Models enable domain- and format-agnostic interpretation of system logs and security alerts. Unfortunately, research on this topic remains challenging, because publicly available and labeled data sets covering a broad range of attack techniques are scarce. To address this gap, we introduce the Cyber Attack Manifestation Log Data Set (CAM-LDS), comprising seven attack scenarios that cover 81 distinct techniques across 13 tactics and collected from 18 distinct sources within a fully open-source and reproducible test environment. We extract log events that directly result from attack executions to facilitate analysis of manifestations concerning command observability, event frequencies, performance metrics, and intrusion detection alerts. We further present an illustrative case study utilizing an LLM to process the CAM-LDS. The results indicate that correct attack techniques are predicted perfectly for approximately one third of attack steps and adequately for another third, highlighting the potential of LLM-based log interpretation and utility of our data set.","Max Landauer|Wolfgang Hotwagner|Thorina Boenke|Florian Skopik|Markus Wurzenberger","","https://arxiv.org/abs/2603.04186v1","https://arxiv.org/pdf/2603.04186v1","","","","","cs.CR","cs.CR|cs.AI"
"2603.04168v1","2026-03-04 15:24:47","2026-03-04 15:24:47","OMNIINTENT: A Trusted Intent-Centric Framework for User-Friendly Web3","The increasingly complex Web3 ecosystem and decentralized finance (DeFi) landscape demand ever higher levels of technical expertise and financial literacy from participants. The Intent-Centric paradigm in DeFi has thus emerged in response, which allows users to focus on their trading intents rather than the underlying execution details. However, existing approaches, including Typed-intent design and LLM-driven solver, trade off expressiveness, trust, privacy, and composability.
  We present OMNIINTENT, a language-runtime co-design that reconciles these requirements. OMNIINTENT introduces ICL, a domain-specific Intent-Centric Language for precise yet flexible specification of triggers, actions, and runtime constraints; a Trusted Execution Environment (TEE)-based compiler that compiles intents into signed, state-bound transactions inside an enclave; and an execution optimizer that constructs transaction dependency graphs for safe parallel batch submission and a mempool-aware feasibility checker that predicts execution outcomes. Our full-stack prototype processes diverse DeFi scenarios, achieving 89.6% intent coverage, up to 7.3x throughput speedup via parallel execution, and feasibility-prediction accuracy up to 99.2% with low latency.","Zhuoran Pan|Yue Li|Zhi Guan|Jianbin Hu|Zhong Chen","","https://arxiv.org/abs/2603.04168v1","https://arxiv.org/pdf/2603.04168v1","","","","","cs.CR","cs.CR"
"2603.04028v1","2026-03-04 13:05:46","2026-03-04 13:05:46","A Multi-Dimensional Quality Scoring Framework for Decentralized LLM Inference with Proof of Quality","Decentralized large language model (LLM) inference networks can pool heterogeneous compute to scale serving, but they require lightweight and incentive-compatible mechanisms to assess output quality. Prior work introduced cost-aware Proof of Quality (PoQ) and adaptive robust PoQ to allocate rewards under evaluator heterogeneity and adversarial behavior. In this paper, we focus on the quality signal itself and propose a multi-dimensional quality scoring framework that decomposes output quality into modular dimensions, including model and cost priors, structure quality, semantic quality, query-output alignment, and agreement/uncertainty. Using logged outputs from QA and summarization tasks, we systematically audit dimension reliability and show that seemingly reasonable dimensions can be task-dependent and even negatively correlated with reference quality without calibration. While the default composite underperforms a strong single semantic evaluator, ablations reveal that removing unreliable dimensions and re-normalizing weights yields a calibrated composite that matches or exceeds the best single- evaluator and consensus baselines. Finally, we integrate the composite score as a drop-in quality signal in PoQ and demonstrate complementary benefits with robust aggregation and adaptive trust weighting under adversarial evaluator attacks.","Arther Tian|Alex Ding|Frank Chen|Simon Wu|Aaron Chan","","https://arxiv.org/abs/2603.04028v1","https://arxiv.org/pdf/2603.04028v1","","","","","cs.LG","cs.LG|cs.AI|cs.CR"
